Year,Month,Net Borrowing,Expenditure On R&D,Net Debt,Balance Of Payments,RPI,Output Per Worker,House Prices,Wage - Annual Growth,Infex Of Production,Unemployed,Net Investment By UK Institutions,GDP,Inflation
1949,1,,,,,,,,6.1,,,,,
1949,2,,,,,,,,6.02,,,,,
1949,3,,,,,,,,5.93,,,,,
1949,4,,,,,,,,5.85,,,,,
1949,5,,,,,,,,5.77,,,,,
1949,6,,,,,,,,5.68,,,,,
1949,7,,,,,,,,5.6,,,,,
1949,8,,,,,,,,5.52,,,,,
1949,9,,,,,,,,5.43,,,,,
1949,10,,,,,,,,5.35,,,,,
1949,11,,,,,,,,5.27,,,,,
1949,12,,,,,,,,5.18,,,,,
1950,1,,,,,,,,5.1,,,,,
1950,2,,,,,,,,5.65,,,,,
1950,3,,,,,,,,6.2,,,,,
1950,4,,,,,,,,6.75,,,,,
1950,5,,,,,,,,7.3,,,,,
1950,6,,,,,,,,7.85,,,,,
1950,7,,,,,,,,8.4,,,,,
1950,8,,,,,,,,8.95,,,,,
1950,9,,,,,,,,9.5,,,,,
1950,10,,,,,,,,10.05,,,,,
1950,11,,,,,,,,10.6,,,,,
1950,12,,,,,,,,11.15,,,,,
1951,1,,,,,,,,11.7,,,,,
1951,2,,,,,,,,11.31,,,,,
1951,3,,,,,,,,10.92,,,,,
1951,4,,,,,,,,10.53,,,,,
1951,5,,,,,,,,10.13,,,,,
1951,6,,,,,,,,9.74,,,,,
1951,7,,,,,,,,9.35,,,,,
1951,8,,,,,,,,8.96,,,,,
1951,9,,,,,,,,8.57,,,,,
1951,10,,,,,,,,8.18,,,,,
1951,11,,,,,,,,7.78,,,,,
1951,12,,,,,,,,7.39,,,,,
1952,1,,,,,,,,7,,,,,
1952,2,,,,,,,,6.88,,,,,
1952,3,,,,,,,,6.77,,,,,
1952,4,,,,,,,,6.65,,,,,
1952,5,,,,,,,,6.53,,,,,
1952,6,,,,,,,,6.42,,,,,
1952,7,,,,,,,,6.3,,,,,
1952,8,,,,,,,,6.18,,,,,
1952,9,,,,,,,,6.07,,,,,
1952,10,,,,,,,,5.95,,,,,
1952,11,,,,,,,,5.83,,,,,
1952,12,,,,,,,,5.72,,,,,
1953,1,,,,,,,,5.6,,,,,
1953,2,,,,,,,,5.71,,,,,
1953,3,,,,,,,,5.82,,,,,
1953,4,,,,,,,,5.93,,,,,
1953,5,,,,,,,,6.03,,,,,
1953,6,,,,,,,,6.14,,,,,
1953,7,,,,,,,,6.25,,,,,
1953,8,,,,,,,,6.36,,,,,
1953,9,,,,,,,,6.47,,,,,
1953,10,,,,,,,,6.58,,,,,
1953,11,,,,,,,,6.68,,,,,
1953,12,,,,,,,,6.79,,,,,
1954,1,,,,,,,,6.9,,,,,
1954,2,,,,,,,,7.1,,,,,
1954,3,,,,,,,,7.3,,,,,
1954,4,,,,,,,,7.5,,,,,
1954,5,,,,,,,,7.7,,,,,
1954,6,,,,,,,,7.9,,,,,
1954,7,,,,,,,,8.1,,,,,
1954,8,,,,,,,,8.3,,,,,
1954,9,,,,,,,,8.5,,,,,
1954,10,,,,,,,,8.7,,,,,
1954,11,,,,,,,,8.9,,,,,
1954,12,,,,,,,,9.1,,,,,
1955,1,,,,,,,,9.3,,,,4727,
1955,2,,,,,,,,9.28,,,,4735,
1955,3,,,,,,,,9.25,,,,4743,
1955,4,,,,,,,,9.23,,,,4751,
1955,5,,,,,,,,9.2,,,,4808,
1955,6,,,,,,,,9.18,,,,4865,
1955,7,,,,,,,,9.15,,,,4922,
1955,8,,,,,,,,9.13,,,,4953.33,
1955,9,,,,,,,,9.1,,,,4984.67,
1955,10,,,,,,,,9.08,,,,5016,
1955,11,,,,,,,,9.05,,,,5057.67,
1955,12,,,,,,,,9.03,,,,5099.33,
1956,1,,,,,,,,9,,,,5141,
1956,2,,,,,,,,8.71,,,,5165.33,
1956,3,,,,,,,,8.42,,,,5189.67,
1956,4,,,,,,,,8.13,,,,5214,
1956,5,,,,,,,,7.83,,,,5242.67,
1956,6,,,,,,,,7.54,,,,5271.33,
1956,7,,,,,,,,7.25,,,,5300,
1956,8,,,,,,,,6.96,,,,5344,
1956,9,,,,,,,,6.67,,,,5388,
1956,10,,,,,,,,6.38,,,,5432,
1956,11,,,,,,,,6.08,,,,5434.67,
1956,12,,,,,,,,5.79,,,,5437.33,
1957,1,,,,,,,,5.5,,,,5440,
1957,2,,,,,,,,5.3,,,,5467.33,
1957,3,,,,,,,,5.1,,,,5494.67,
1957,4,,,,,,,,4.9,,,,5522,
1957,5,,,,,,,,4.7,,,,5560.67,
1957,6,,,,,,,,4.5,,,,5599.33,
1957,7,,,,,,,,4.3,,,,5638,
1957,8,,,,,,,,4.1,,,,5680.33,
1957,9,,,,,,,,3.9,,,,5722.67,
1957,10,,,,,,,,3.7,,,,5765,
1957,11,,,,,,,,3.5,,,,5797.67,
1957,12,,,,,,,,3.3,,,,5830.33,
1958,1,,,,,,,,3.1,,,,5863,
1958,2,,,,,,,,3.23,,,,5838.33,
1958,3,,,,,,,,3.37,,,,5813.67,
1958,4,,,,,,,,3.5,,,,5789,
1958,5,,,,,,,,3.63,,,,5825.33,
1958,6,,,,,,,,3.77,,,,5861.67,
1958,7,,,,,,,,3.9,,,,5898,
1958,8,,,,,,,,4.03,,,,5915.33,
1958,9,,,,,,,,4.17,,,,5932.67,
1958,10,,,,,,,,4.3,,,,5950,
1958,11,,,,,,,,4.43,,,,5952,
1958,12,,,,,,,,4.57,,,,5954,
1959,1,,,,,,,,4.7,,,,5956,
1959,2,,,,,,,,4.94,,,,6021.67,
1959,3,,,,,,,,5.18,,,,6087.33,
1959,4,,,,,,,,5.43,,,,6153,
1959,5,,,,,,,,5.67,,,,6157,
1959,6,,,,,,,,5.91,,,,6161,
1959,7,,,,,,,,6.15,,,,6165,
1959,8,,,,,,,,6.39,,,,6236.67,
1959,9,,,,,,33.5,,6.63,,,,6308.33,
1959,10,,,,,,33.7,,6.88,,,,6380,
1959,11,,,,,,33.9,,7.12,,,,6415.33,
1959,12,,,,,,34.1,,7.36,,,,6450.67,
1960,1,,,,,,34.33,,7.6,,,,6486,
1960,2,,,,,,34.57,,7.63,,,,6507.33,
1960,3,,,,,,34.8,,7.65,,,,6528.67,
1960,4,,,,,,34.7,,7.68,,,,6550,
1960,5,,,,,,34.6,,7.7,,,,6582.33,
1960,6,,,,,,34.5,,7.73,,,,6614.67,
1960,7,,,,,,34.63,,7.75,,,,6647,
1960,8,,,,,,34.77,,7.78,,,,6695.67,
1960,9,,,,,,34.9,,7.8,,,,6744.33,
1960,10,,,,,,34.93,,7.83,,,,6793,
1960,11,,,,,,34.97,,7.85,,,,6846,
1960,12,,,,,,35,,7.88,,,,6899,
1961,1,,,,,,35.13,,7.9,,,,6952,
1961,2,,,,,,35.27,,7.68,,,,6943.67,
1961,3,,,,,,35.4,,7.47,,,,6935.33,
1961,4,,,,,,35.43,,7.25,,,,6927,
1961,5,,,,,,35.47,,7.03,,,,7006.67,
1961,6,,,,,,35.5,,6.82,,,,7086.33,
1961,7,,,,,,35.43,,6.6,,,,7166,
1961,8,,,,,,35.37,,6.38,,,,7143,
1961,9,,,,,,35.3,,6.17,,,,7120,
1961,10,,,,,,35.3,,5.95,,,,7097,
1961,11,,,,,,35.3,,5.73,,,,7126,
1961,12,,,,,,35.3,,5.52,,,,7155,
1962,1,,,,,,35.33,,5.3,,,,7184,
1962,2,,,,,,35.37,,5.26,,,,7242,
1962,3,,,,,,35.4,,5.22,,,,7300,
1962,4,,,,,,35.47,,5.18,,,,7358,
1962,5,,,,,,35.53,,5.13,,,,7384.33,
1962,6,,,,,,35.6,,5.09,,,,7410.67,
1962,7,,,,,,35.67,,5.05,,,,7437,
1962,8,,,,,,35.73,,5.01,,,,7451.67,
1962,9,,,,,,35.8,,4.97,,,,7466.33,
1962,10,,,,,,35.8,,4.93,,,,7481,
1962,11,,,,,,35.8,,4.88,,,,7461.67,
1962,12,,,,,,35.8,,4.84,,,,7442.33,
1963,1,,,,,,35.97,,4.8,,,,7423,
1963,2,,,,,,36.13,,5.1,,,,7549.67,
1963,3,,,,,,36.3,,5.4,,,,7676.33,
1963,4,,,,,,36.73,,5.7,,,,7803,
1963,5,,,,,,37.17,,6,,,,7843,
1963,6,,,,,,37.6,,6.3,,,,7883,
1963,7,,,,,,37.6,,6.6,,,,7923,
1963,8,,,,,,37.6,,6.9,,,,8007,
1963,9,,,,,,37.6,,7.2,,,,8091,
1963,10,,,,,,37.83,,7.5,,,,8175,
1963,11,,,,,,38.07,,7.8,,,,8181.33,
1963,12,,,,,,38.3,,8.1,,,,8187.67,
1964,1,,,,,,38.4,,8.4,,,,8194,
1964,2,,,,,,38.5,,8.33,,,,8287.33,
1964,3,,,,,,38.6,,8.25,,,,8380.67,
1964,4,,,,,,38.73,,8.18,,,,8474,
1964,5,,,,,,38.87,,8.1,,,,8536.33,
1964,6,,,,,,39,,8.03,,,,8598.67,
1964,7,,,,,,39,,7.95,,,,8661,
1964,8,,,,,,39,,7.88,,,,8743.33,
1964,9,,,,,,39,,7.8,,,,8825.67,
1964,10,,,,,,39.1,,7.73,,,,8908,
1964,11,,,,,,39.2,,7.65,,,,8962.33,
1964,12,,,,,,39.3,,7.58,,,,9016.67,
1965,1,,,,,,39.3,,7.5,,,,9071,
1965,2,,,,,,39.3,,7.45,,,,9086,
1965,3,,,,,,39.3,,7.4,,,,9101,
1965,4,,,,,,39.33,,7.35,,,,9116,
1965,5,,,,,,39.37,,7.3,,,,9189,
1965,6,,,,,,39.4,,7.25,,,,9262,
1965,7,,,,,,39.5,,7.2,,,,9335,
1965,8,,,,,,39.6,,7.15,,,,9394.67,
1965,9,,,,,,39.7,,7.1,,,,9454.33,
1965,10,,,,,,39.73,,7.05,,,,9514,
1965,11,,,,,,39.77,,7,,,,9560,
1965,12,,,,,,39.8,,6.95,,,,9606,
1966,1,,,,,,39.77,,6.9,,,,9652,
1966,2,,,,,,39.73,,6.64,,,,9706.33,
1966,3,,,,,,39.7,,6.38,,,,9760.67,
1966,4,,,,,,39.73,,6.13,,,,9815,
1966,5,,,,,,39.77,,5.87,,,,9876.33,
1966,6,,,,,,39.8,,5.61,,,,9937.67,
1966,7,,,,,,39.87,,5.35,,,,9999,
1966,8,,,,,,39.93,,5.09,,,,10035,
1966,9,,,,,,40,,4.83,,,,10071,
1966,10,,,,,,40.03,,4.58,,,,10107,
1966,11,,,,,,40.07,,4.32,,,,10142.67,
1966,12,,,,,,40.1,,4.06,,,,10178.33,
1967,1,,,,,,40.3,,3.8,,,,10214,
1967,2,,,,,,40.5,,4.03,,,,10298,
1967,3,,,,,,40.7,,4.25,,,,10382,
1967,4,,,,,,40.9,,4.48,,,,10466,
1967,5,,,,,,41.1,,4.7,,,,10488.67,
1967,6,,,,,,41.3,,4.93,,,,10511.33,
1967,7,,,,,,41.37,,5.15,,,,10534,
1967,8,,,,,,41.43,,5.38,,,,10585,
1967,9,,,,,,41.5,,5.6,,,,10636,
1967,10,,,,,,41.6,,5.83,,,,10687,
1967,11,,,,,,41.7,,6.05,,,,10845,
1967,12,,,,,,41.8,,6.28,,,,11003,
1968,1,,,,,,42.33,,6.5,68.2,,,11161,
1968,2,,,,,,42.87,,6.55,69,,,11201.33,
1968,3,,,,,,43.4,,6.6,69.6,,,11241.67,
1968,4,,,,,,43.43,,6.65,69.3,,,11282,
1968,5,,,,,,43.47,,6.7,70.1,,,11399.67,
1968,6,,,,,,43.5,,6.75,70.1,,,11517.33,
1968,7,,,,,,43.77,,6.8,70.1,,,11635,
1968,8,,,,,,44.03,,6.85,70.7,,,11733.33,
1968,9,,,,,,44.3,,6.9,70.5,,,11831.67,
1968,10,,,,,,44.3,,6.95,70.1,,,11930,
1968,11,,,,,,44.3,,7,70.6,,,11997.33,
1968,12,,,,,,44.3,,7.05,71.3,,,12064.67,
1969,1,,,,,,44.3,,7.1,71.5,,,12132,
1969,2,,,,,,44.3,,7.5,71.8,,,12189.67,
1969,3,,,,,,44.3,,7.9,71.8,,,12247.33,
1969,4,,,,,,44.4,,8.3,72.9,,,12305,
1969,5,,,,,,44.5,,8.7,72.9,,,12391.67,
1969,6,,,,,,44.6,,9.1,73.4,,,12478.33,
1969,7,,,,,,44.67,,9.5,73.1,,,12565,
1969,8,,,,,,44.73,,9.9,72.1,,,12679,
1969,9,,,,,,44.8,,10.3,72.2,,,12793,
1969,10,,,,,,44.93,,10.7,71,,,12907,
1969,11,,,,,,45.07,,11.1,72.5,,,13021.33,
1969,12,,,,,,45.2,,11.5,73.1,,,13135.67,
1970,1,,,,,,45.07,,11.9,71.3,,,13250,
1970,2,,,,,,44.93,,11.7,72.6,,,13444,
1970,3,,,,,,44.8,,11.5,73.4,,,13638,
1970,4,,,,,,45.17,,11.3,73,,,13832,
1970,5,,,,,,45.53,,11.1,72.3,,,13984,
1970,6,,,,,,45.9,,10.9,72.5,,,14136,
1970,7,,,,,,46.03,,10.7,72.8,,,14288,
1970,8,,,,,,46.17,,10.5,72.9,,,14461,
1970,9,,,,,,46.3,,10.3,72.6,,,14634,
1970,10,,,,,,46.6,,10.1,73.6,,,14807,
1970,11,,,,,,46.9,,9.9,72.5,,,14877.67,
1970,12,,,,,,47.2,,9.7,73.2,,,14948.33,
1971,1,,,,,,47.2,,9.5,73.6,,,15019,
1971,2,,,,,,47.2,,9.74,72.2,980,,15184.67,
1971,3,,,,,,47.2,,9.98,71.4,998,,15350.33,
1971,4,,,,,,47.5,,10.23,72.4,1023,,15516,
1971,5,,,,,,47.8,,10.47,72.7,1045,,15679,
1971,6,,,,,,48.1,,10.71,72.5,1062,,15842,
1971,7,,,,,,48.43,,10.95,72.2,1068,,16005,
1971,8,,,,,,48.77,,11.19,72.6,1076,,16139.33,
1971,9,,,,,,49.1,,11.43,72,1090,,16273.67,
1971,10,,,,,,49.23,,11.68,72.1,1113,,16408,
1971,11,,,,,,49.37,,11.92,71.9,1133,,16479.33,
1971,12,,,,,,49.5,,12.16,72.4,1143,,16550.67,
1972,1,,,,,,49.43,,12.4,70.3,1149,,16622,
1972,2,,,,,,49.37,,12.64,64.7,1155,,16882.33,
1972,3,,,,,,49.3,,12.88,71.1,1161,,17142.67,
1972,4,,,,,,49.7,,13.13,72.8,1155,,17403,
1972,5,,,,,,50.1,,13.37,74.3,1140,,17527.67,
1972,6,,,,,,50.5,,13.61,74.7,1122,,17652.33,
1972,7,,,,,,50.57,,13.85,73.8,1107,,17777,
1972,8,,,,,,50.63,,14.09,74.5,1100,,18138.33,
1972,9,,,,,,50.7,,14.33,75.6,1092,,18499.67,
1972,10,,,,,,50.9,,14.58,76.6,1085,,18861,
1972,11,,,,,,51.1,,14.82,77.2,1070,,19266.33,
1972,12,,,,,,51.3,,15.06,77.8,1049,,19671.67,
1973,1,,,,,,52,,15.3,80.1,1024,,20077,
1973,2,,,,,,52.7,,15.55,79.4,1002,,20015.67,
1973,3,,,,,,53.4,,15.8,80.3,987,,19954.33,
1973,4,,,,,,53.4,,16.05,79.6,977,,19893,
1973,5,,,,,,53.4,,16.3,79.7,968,,20124.33,
1973,6,,,,,,53.4,,16.55,81.1,957,,20355.67,
1973,7,,,,,,53.2,,16.8,80.7,943,,20587,
1973,8,,,,,,53,,17.05,80.7,927,,20837.33,
1973,9,,,,,,52.8,,17.3,80.3,913,,21087.67,
1973,10,,,,,,52.73,,17.55,81.1,901,,21338,
1973,11,,,,,,52.67,,17.8,80.2,888,,21281,
1973,12,,,,,,52.6,,18.05,79.5,892,,21224,
1974,1,,,,,,52.13,,18.3,73.7,904,,21167,
1974,2,,,,,,51.67,,19.23,73.8,923,,21664.33,
1974,3,,,,,,51.2,,20.15,76.4,931,,22161.67,
1974,4,,,,,,51.43,,21.08,80.3,933,,22659,
1974,5,,,,,,51.67,,22,81.3,937,,23075,
1974,6,,,,,,51.9,,22.93,81.6,941,,23491,
1974,7,,,,,,52.03,,23.85,81.3,951,,23907,
1974,8,,,,,,52.17,,24.78,81.5,958,,24274.67,
1974,9,,,,,,52.3,,25.7,80.1,965,,24642.33,
1974,10,,,,,,52,,26.63,78.4,969,,25010,
1974,11,,,,,,51.7,,27.55,78.3,976,,25619.67,
1974,12,,,,,,51.4,,28.48,77,989,,26229.33,
1975,1,,,,,,51.47,95985.73,29.4,77.7,1007,,26839,
1975,2,,,,,,51.53,94199.55,27.98,77.2,1029,,27273,
1975,3,,,52.1,,,51.6,92413.37,26.55,75.6,1055,,27707,
1975,4,,,53.15,,,51.37,90627.19,25.13,74.3,1089,,28141,
1975,5,,,54.2,,,51.13,90016.21,23.7,73.3,1126,,28520.33,
1975,6,,,55.25,,,50.9,89405.22,22.28,73.9,1162,,28899.67,
1975,7,,,56.3,,,50.83,88794.23,20.85,72.9,1193,,29279,
1975,8,,,57.35,,,50.77,88630.03,19.43,71.9,1221,,29825,
1975,9,,,58.4,,,50.7,88465.82,18,73.3,1252,,30371,
1975,10,,,59.45,,,50.97,88301.61,16.58,74.2,1286,,30917,
1975,11,,,60.5,,,51.23,87793.24,15.15,74.3,1319,,31430,
1975,12,,,61.55,,,51.5,87284.86,13.73,73.9,1343,,31943,
1976,1,,,62.6,,,51.77,86776.48,12.3,74.3,1363,,32456,
1976,2,,,63.65,,,52.03,86279.06,12.16,75.2,1379,,32739.67,
1976,3,,,64.7,,,52.3,85781.63,12.02,75.5,1392,,33023.33,
1976,4,,,65.44,,,52.3,85284.2,11.88,76.1,1405,,33307,
1976,5,,,66.18,,,52.3,85263.15,11.73,77.3,1413,,33712,
1976,6,,,66.93,,,52.3,85242.1,11.59,75.8,1419,,34117,
1976,7,,,67.67,,,52.5,85221.04,11.45,76,1425,,34522,
1976,8,,,68.41,,,52.7,84480.83,11.31,75.9,1430,,35236,
1976,9,,,69.15,,,52.9,83740.63,11.17,77.2,1432,,35950,
1976,10,,,69.89,,,53.23,83000.42,11.03,78.9,1431,,36664,
1976,11,,,70.63,,,53.57,82054.35,10.88,79.5,1432,,37112.67,
1976,12,,,71.38,,,53.9,81108.28,10.74,80,1435,,37561.33,
1977,1,,,72.12,,,54,80162.22,10.6,81.5,1436,,38010,
1977,2,,,72.86,,,54.1,79638.69,10.91,81.2,1436,,38416,
1977,3,,,73.6,,,54.2,79115.17,11.22,81.3,1437,,38822,
1977,4,,,74.09,,,53.97,78591.64,11.53,80.5,1441,,39228,
1977,5,,,74.58,,,53.73,78770.86,11.83,82.6,1452,,39593.33,
1977,6,,,75.08,,,53.5,78950.07,12.14,79.3,1467,,39958.67,
1977,7,,,75.57,,,53.6,79129.28,12.45,79.7,1481,,40324,
1977,8,,,76.06,,,53.7,79101.73,12.76,80.5,1493,,40929,
1977,9,,,76.55,,,53.8,79074.18,13.07,80.8,1498,,41534,
1977,10,,,77.04,,,54.07,79046.62,13.38,80.5,1502,,42139,
1977,11,,,77.53,,,54.33,79929.94,13.68,79.9,1499,,42794.67,
1977,12,,,78.03,,,54.6,80813.26,13.99,81.4,1493,,43450.33,
1978,1,,,78.52,,,54.73,81696.57,14.3,81.3,1484,,44106,
1978,2,,,79.01,,,54.87,82269.79,14.55,81.2,1474,,44686.67,
1978,3,,,79.5,,,55,82843.01,14.8,80.3,1469,,45267.33,
1978,4,,,80.26,,,55.17,83416.23,15.05,85.3,1466,,45848,
1978,5,,,81.02,,,55.33,85598.94,15.3,82.4,1463,,46281,
1978,6,,,81.78,,,55.5,87781.64,15.55,82.4,1459,,46714,
1978,7,,,82.53,,,55.7,89964.34,15.8,83.6,1459,,47147,
1978,8,,,83.29,,,55.9,91125.57,16.05,84.3,1455,,47720.33,
1978,9,,,84.05,,,56.1,92286.8,16.3,84.3,1449,,48293.67,
1978,10,,,84.81,,,56.17,93448.03,16.55,82.6,1435,,48867,
1978,11,,,85.57,,,56.23,94310.8,16.8,83.2,1421,,49390.33,
1978,12,,,86.33,,,56.3,95173.57,17.05,85.8,1413,,49913.67,
1979,1,,,87.08,,,56.13,96036.34,17.3,79.8,1417,,50437,
1979,2,,,87.84,,,55.97,97091.98,17.41,85.8,1420,,51600.67,
1979,3,,,88.6,,,55.8,98147.62,17.52,86.9,1414,,52764.33,
1979,4,,,89.4,,,56.57,99203.27,17.63,86.8,1405,,53928,
1979,5,,,90.2,,,57.33,99406.46,17.73,88.1,1405,,54860,
1979,6,,,91,,,58.1,99609.66,17.84,89.6,1415,,55792,
1979,7,,,91.8,,,57.7,99812.86,17.95,88.5,1422,,56724,
1979,8,,,92.6,,,57.3,101269.77,18.06,85.5,1430,,57734.67,
1979,9,,,93.4,,,56.9,102726.68,18.17,85.1,1441,,58745.33,
1979,10,,,94.2,,,57,104183.59,18.28,85.5,1453,,59756,
1979,11,,,95,,,57.1,103659.26,18.38,86.6,1471,,60541,
1979,12,,,95.8,,,57.2,103134.93,18.49,87.1,1490,,61326,
1980,1,,,96.6,,,57,102610.61,18.6,86.5,1521,,62111,
1980,2,,,97.4,,,56.8,101721.56,17.68,84.5,1558,,62640,
1980,3,,,98.2,,,56.6,100832.52,16.75,84,1603,,63169,
1980,4,,,99.5,,,56.37,99943.48,15.83,81.6,1648,,63698,
1980,5,,,100.8,,,56.13,99651.04,14.9,81.8,1700,,64468.33,
1980,6,,,102.1,,,55.9,99358.6,13.98,81.8,1756,,65238.67,
1980,7,,,103.4,,,56,99066.16,13.05,80.1,1828,,66009,
1980,8,,,104.7,,,56.1,98268.06,12.13,78.9,1905,,66720.67,
1980,9,,,106,,,56.2,97469.96,11.2,77.5,1989,,67432.33,
1980,10,,,107.3,,,56.07,96671.85,10.28,77.2,2077,,68144,
1980,11,,,108.6,,,55.93,96212.5,9.35,77.2,2169,,68738,
1980,12,,,109.9,,,55.8,95753.14,8.43,76.7,2255,,69332,
1981,1,,6021,111.2,,,55.93,95293.79,7.5,76.5,2330,,69926,
1981,2,,6047.75,112.5,,,56.07,94273.08,7.43,77.2,2403,,70368.67,
1981,3,,6074.5,113.8,,,56.2,93252.38,7.35,77.2,2476,,70811.33,
1981,4,,6101.25,114.75,,,56.43,92231.68,7.28,77.6,2544,,71254,
1981,5,,6128,115.7,,,56.67,91858.13,7.2,76.4,2588,,71904,
1981,6,,6154.75,116.65,,,56.9,91484.57,7.13,78.1,2624,,72554,
1981,7,,6181.5,117.6,,,57.23,91111.02,7.05,78.4,2654,,73204,
1981,8,,6208.25,118.55,,,57.57,89890.79,6.98,78.5,2684,,73974.33,
1981,9,,6235,119.5,,,57.9,88670.56,6.9,78.7,2713,,74744.67,
1981,10,,6261.75,120.45,,,58.07,87450.33,6.83,80.5,2740,,75515,
1981,11,,6288.5,121.4,,,58.23,87426.65,6.75,79.5,2761,,76151.67,
1981,12,,6315.25,122.35,,,58.4,87402.98,6.68,78.3,2780,,76788.33,
1982,1,,6342,123.3,,,58.47,87379.3,6.6,78.4,2792,,77425,
1982,2,,6368.83,124.25,,,58.53,87071.9,6.64,78.9,2803,,77912.33,
1982,3,,6395.67,125.2,,,58.6,86764.49,6.68,79,2813,,78399.67,
1982,4,,6422.5,125.81,,,58.93,86457.08,6.73,80,2824,,78887,
1982,5,,6449.33,126.42,,,59.27,86653.67,6.77,80.7,2841,,79371,
1982,6,,6476.17,127.03,,,59.6,86850.25,6.81,79.7,2857,,79855,
1982,7,,6503,127.63,,,59.8,87046.84,6.85,79.7,2877,,80339,
1982,8,,6529.83,128.24,,,60,87540.61,6.89,80.3,2897,,81079,
1982,9,,6556.67,128.85,,,60.2,88034.38,6.93,80.4,2917,,81819,
1982,10,,6583.5,129.46,,,60.43,88528.15,6.98,79.9,2938,,82559,
1982,11,,6610.33,130.07,,,60.67,89221.12,7.02,78.5,2960,,83573.33,
1982,12,,6637.17,130.68,,,60.9,89914.09,7.06,79.7,2976,,84587.67,
1983,1,,6664,131.28,,,61.4,90607.06,7.1,80.7,2988,,85602,
1983,2,,6713.08,131.89,,,61.9,91213.6,7.11,81.8,2998,,85848.33,
1983,3,,6762.17,132.5,,,62.4,91820.14,7.12,80.7,3008,,86094.67,
1983,4,,6811.25,133.43,,,62.5,92426.68,7.13,81.6,3023,,86341,
1983,5,,6860.33,134.35,,,62.6,92907.78,7.13,82.6,3049,,87045.67,
1983,6,,6909.42,135.28,,,62.7,93388.87,7.14,81.4,3074,,87750.33,
1983,7,,6958.5,136.2,,,62.8,93869.97,7.15,82.7,3093,,88455,
1983,8,,7007.58,137.13,,,62.9,94000.6,7.16,82.8,3109,,89207,
1983,9,,7056.67,138.05,,,63,94131.23,7.17,83.2,3125,,89959,
1983,10,,7105.75,138.98,,,63,94261.87,7.18,84,3146,,90711,
1983,11,,7154.83,139.9,,,63,95229.97,7.18,83.9,3167,,90985.33,
1983,12,,7203.92,140.83,,,63,96198.08,7.19,84.3,3189,,91259.67,
1984,1,,7253,141.75,,,63.07,97166.19,7.2,85.5,3215,,91534,
1984,2,,7302.08,142.68,,,63.13,97748.79,7.37,84.8,3243,,92150.67,
1984,3,,7351.17,143.6,,,63.2,98331.39,7.53,83.7,3263,,92767.33,
1984,4,,7400.25,144.72,,,62.87,98914,7.7,82.1,3278,,93384,
1984,5,,7449.33,145.83,,,62.53,99066.68,7.87,81.6,3265,,93820.33,
1984,6,,7498.42,146.95,,,62.2,99219.36,8.03,82.2,3256,,94256.67,
1984,7,,7547.5,148.07,,,62.23,99372.04,8.2,80.9,3242,,94693,
1984,8,,7596.58,149.18,,,62.27,100358.57,8.37,80.6,3238,,95784,
1984,9,,7645.67,150.3,,,62.3,101345.11,8.53,82,3233,,96875,
1984,10,,7694.75,151.42,,,62.57,102331.64,8.7,82.1,3229,,97966,
1984,11,,7743.83,152.53,,,62.83,102566.83,8.87,81.6,3217,,98265.33,
1984,12,,7792.92,153.65,,,63.1,102802.01,9.03,83,3206,,98564.67,
1985,1,,7842,154.77,,,63.3,103037.19,9.2,84.4,3195,,98864,
1985,2,,7894.92,155.88,,,63.5,102891.7,9.09,84.4,3180,,100360.67,
1985,3,,7947.83,157,,,63.7,102746.21,8.98,86.6,3169,,101857.33,
1985,4,,8000.75,157.46,,,64.13,102600.72,8.88,87.3,3156,,103354,
1985,5,,8053.67,157.92,,,64.57,103018.43,8.77,88.2,3152,,103881.67,
1985,6,,8106.58,158.38,,,65,103436.14,8.66,90,3145,,104409.33,
1985,7,,8159.5,158.83,,,64.97,103853.85,8.55,86.6,3139,,104937,
1985,8,,8212.42,159.29,,,64.93,104440.66,8.44,87.3,3137,,105682.67,
1985,9,,8265.33,159.75,,,64.9,105027.47,8.33,88.9,3135,,106428.33,
1985,10,,8318.25,160.21,,,64.9,105614.28,8.23,87.1,3133,,107174,
1985,11,,8371.17,160.67,,,64.9,105566.62,8.12,88.1,3135,,107652.67,
1985,12,,8424.08,161.13,,,64.9,105518.95,8.01,85.8,3138,,108131.33,
1986,1,,8477,161.58,,,65.03,105471.29,7.9,86.9,3143,,108610,
1986,2,,8524.33,162.04,,,65.17,106335.21,7.95,87.6,3150,,109164.67,
1986,3,,8571.67,162.5,,,65.3,107199.12,8,88.4,3151,,109719.33,
1986,4,,8619,162.94,,,65.5,108063.04,8.05,89.5,3154,,110274,
1986,5,,8666.33,163.38,,,65.7,109227.93,8.1,88,3159,,110871.67,
1986,6,,8713.67,163.83,,,65.9,110392.83,8.15,89.2,3168,,111469.33,
1986,7,,8761,164.27,,,65.97,111557.72,8.2,88.5,3175,,112067,
1986,8,,8808.33,164.71,,,66.03,112396.62,8.25,88.5,3177,,113198.67,
1986,9,,8855.67,165.15,,,66.1,113235.51,8.3,90.7,3171,,114330.33,
1986,10,,8903,165.59,,,66.37,114074.4,8.35,91,3165,,115462,
1986,11,,8950.33,166.03,,,66.63,114841.91,8.4,90.7,3156,,116314,
1986,12,,8997.67,166.48,,,66.9,115609.42,8.45,91,3150,,117166,
